0.689070236,0.626891523,-0.07209099,0.859469395,0.098417664,0.884605684,-0.797127495,-0.274624405,0.616310896,0.782670014,0.333686932
0.073618201,0.501467067,0.385596564,0.083377584,0.014532526,0.681617758,-0.640275953,0.013856901,0.131905177,0.004554368,0.840153277
0.825722635,0.924620697,0.44167066,0.070554307,0.983783271,0.20508875,0.117312455,0.033805884,0.841946966,0.902993514,0.145871619
0.11962434,0.490442676,0.65639777,0.008623079,0.772941269,0.045641917,0.223818844,0.046429289,0.837978744,0.446324637,0.315457675
0.763189607,0.546790589,0.217984879,0.033466331,0.05445734,0.607705675,-0.562546383,0.015790815,0.58493706,0.417996318,0.63545916
0.954364514,0.604798134,-0.080779936,0.049630357,0.009084869,0.054269953,0.034948921,0.046951434,0.743422362,0.406993726,0.672393023
0.933480406,0.631486215,0.13188113,0.093914554,0.956214354,0.211158879,0.160751073,0.018057368,0.161303196,0.353180708,-0.208653501
0.40640673,0.723325791,0.463302877,0.037916472,0.423329853,0.618438574,-0.456390376,0.047968808,0.834408224,0.067253413,0.725408399
0.201636831,0.473216661,0.543816083,0.090519698,0.084184146,0.822978831,-0.750602882,0.001843051,0.001643989,0.321892964,0.337590896
0.592687408,0.565634238,-0.059358335,0.085442607,0.842078914,0.822037571,-0.496935704,0.048343144,0.012929879,0.196914586,0.248445715
0.214178359,0.721369044,0.706536493,0.063793377,0.599509615,0.362061103,-0.125411395,0.045188629,0.002433553,0.459349736,0.273938595
0.995604954,0.32944317,-0.071776626,0.007885559,0.502294813,0.866184651,-0.675801712,0.032183148,0.314916255,0.753985227,-0.158001367
0.617337277,0.728305676,0.382189103,0.036260013,0.997127033,0.997999664,-0.608829588,0.017962886,0.125386249,0.718449756,0.128542706
0.438011957,0.334053389,-0.038603247,0.086239457,0.624193861,0.602385421,-0.376197832,0.03846032,0.761736015,0.88862461,-0.143087521
0.455993091,0.040792738,-0.099508144,0.066006991,0.381975068,0.228744214,-0.094214402,0.048909112,0.946465887,0.770806262,0.464034922
0.317657029,0.492997778,0.124635888,0.061861814,0.26222447,0.25018598,-0.165673787,0.025430009,0.87177716,0.618769406,0.437433424
0.035174655,0.241051118,0.378515412,0.003612748,0.848147468,0.173994902,0.154576778,0.004601179,0.342283924,0.979316688,-0.981578734
0.10871391,0.40242984,0.304667512,0.008867753,0.116636532,0.740284395,-0.640248125,0.004533813,0.579129598,0.398918008,-0.125635832
0.145070293,0.829712446,0.928704725,0.030182055,0.8690226,0.197301109,0.120457624,0.001517119,0.178594455,0.295300839,0.114618448
0.362344911,0.144495571,-0.080346016,0.048528275,0.552469901,0.104700827,0.156474764,0.038231419,0.653824176,0.423484547,0.679068268
0.570729692,0.065718228,-0.141213202,0.063011719,0.241192524,0.211631814,-0.117637309,0.003241904,0.033780823,0.086138921,-0.08434505
0.759899905,0.511447698,-0.170468645,0.097808546,0.534251063,0.2229976,0.027203644,0.008730921,0.039516536,0.599734793,-0.585885069
0.282966884,0.236869379,0.005956752,0.076747819,0.163602289,0.230149332,-0.176041841,0.006732526,0.368955189,0.813565407,-0.50545554
0.911705738,0.855476696,-0.11322435,0.010850724,0.19216565,0.387142519,-0.267558891,0.02572952,0.027060901,0.414831013,-0.146021575
0.230710075,0.208826154,0.251568937,0.01934656,0.673785327,0.827687463,-0.591694054,0.018657183,0.730085572,0.768290589,0.077233814
0.202423978,0.223656227,0.045729734,0.078990001,0.496178948,0.457863108,-0.219399353,0.029698236,0.982312862,0.3275415,0.175060835
0.760272885,0.819261174,0.259716553,0.086310489,0.21220189,0.009411461,0.073874602,0.025458175,0.652239691,0.450125998,0.007678822
0.301905584,0.724977231,0.414975525,0.074295322,0.606693146,0.285490696,-0.057149079,0.023739718,0.298948112,0.472065206,-0.219837549
0.080555288,0.624755478,0.712138216,0.090338241,0.894575068,0.626996959,-0.35556605,0.018297178,0.913852784,0.985339782,-0.27798268
0.853056203,0.18076353,-0.2771122,0.046310111,0.825385984,0.507461748,-0.169864572,0.044957057,0.850225286,0.220440366,0.469082688
